,UNITID,X,X.2,X.1,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS.y,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,Institution.Name,INSTSIZE..HD2010.,RET_PCF..EF2010D.,GRRTTOT..DRVGR2010.,GRRTM..DRVGR2010.,GRRTW..DRVGR2010.,F1TUFEFT..DRVF2010.,F1STAPFT..DRVF2010.,F1LCAPFT..DRVF2010.,F1PGGCFT..DRVF2010.,F2TUFEFT..DRVF2010.,F2PGGCFT..DRVF2010.,F1INSTPC..DRVF2010.,F1ACSPPC..DRVF2010.,F1STSVPC..DRVF2010.,F1INSUPC..DRVF2010.,F2INSTPC..DRVF2010.,F2ACSPPC..DRVF2010.,F2STSVPC..DRVF2010.,F1ENDMFT..DRVF2010.,F2ENDMFT..DRVF2010.,ENDOW,ExpIn,GiftRev,TotalRev,Rating,HIGHDEG
355,118772,355,358,358,126700,1267,Merritt College,Oakland,CA,www.merritt.edu,webprod.cccco.edu/npc/344/npcalc.htm,0,2,1,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0643,0,0,0.0071,0.0048,0,0,0,0,0,0,0.0048,0.1214,0.0595,0,0.0714,0,0,0.0048,0,0.0143,0,0,0,0,0,0,0.0571,0.0095,0.1905,0,0,0,0,0,0.3048,0.0857,0,0,5435,0.1921,0.2957,0.239,0.1536,0.0042,0.0057,0.0484,0.0116,0.0497,0.8478,1,10104,NA,10104,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2235,NA,0.503,NA,0.2844,0.0417,0.5446,NA,NA,0.412060302,NA,0.164300203,28500,0.49609983,Merritt College,3,45,9,12,8,581,2217,1968,0,NA,NA,44,9,14,5,NA,NA,NA,NA,NA,NA,44,NA,4766,0.8661597854,2
357,118912,357,360,360,123900,1239,MiraCosta College,Oceanside,CA,www.miracosta.edu,www.finaid.org/,0,1,1,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,0.0082,0.0037,0,0.0111,0.0291,0.016,0.0037,0.0008,0,0.0176,0.0033,0.0463,0,0.0033,0.4069,0,0.0033,0.0082,0,0.0569,0.0151,0,0,0.0106,0,0.0192,0.0147,0.0016,0.0229,0,0.0389,0,0,0.0123,0.1257,0.097,0.0057,0,13846,0.4753,0.0364,0.3157,0.0672,0.0036,0.0053,0.0636,0.0103,0.0227,0.5382,1,3451,NA,3451,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1202,NA,0.6699,NA,0.403,0.0165,0.3759,4500,49.959225,0.561403509,NA,0.352664647,29500,0.465846986,MiraCosta College,4,66,32,28,35,500,212,7560,0,NA,NA,45,10,13,18,NA,NA,NA,426,NA,426,45,NA,8272,0.6408134109,2
358,118930,358,361,361,2119100,21191,Mission College,Santa Clara,CA,www.missioncollege.edu/,webprod.cccco.edu/npc/492/npcalc.htm,0,2,1,12,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0,0,0,0,0,0.074,0.0284,0,0.0111,0.0037,0,0.0382,0,0,0.1344,0,0.1184,0.0037,0,0.111,0.0025,0,0,0.0382,0,0.0049,0.0592,0.0136,0.0419,0,0.0025,0,0,0.0136,0.1714,0.127,0,0,7467,0.1916,0.0441,0.2354,0.4369,0.002,0.006,0.0379,0.0226,0.0234,0.7058,1,8096,NA,8096,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2534,NA,0.7045,NA,0.3212,0.0078,0.5217,NA,NA,0.644808743,NA,0.328463747,32800,0.502209127,Mission College,4,64,21,20,21,759,841,5544,0,NA,NA,39,20,10,11,NA,NA,NA,NA,NA,NA,39,NA,7144,0.8344490487,2
360,118976,360,363,363,124000,1240,Modesto Junior College,Modesto,CA,mjc.edu,webprod.cccco.edu/npc/592/npcalc.htm,0,2,1,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,0.0006,0.0039,0,0.021,0.0011,0.0172,0.0033,0.0044,0,0.0011,0.0061,0.1444,0,0.0105,0.1942,0,0,0.0022,0,0.1068,0.0033,0,0,0.005,0,0,0.0559,0.0227,0.0443,0.0028,0.0188,0.0177,0,0.0371,0.1433,0.0852,0,0,15904,0.3825,0.0333,0.4244,0.061,0.0055,0.0095,0.0399,0.0003,0.0436,0.6144,1,6864,NA,6864,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3901,NA,0.7064,NA,0.5383,0,0.3353,NA,NA,NA,NA,0.257485656,27500,0.407207966,Modesto Junior College,4,74,17,16,17,572,48,0,101,NA,NA,69,15,15,0,NA,NA,NA,536,NA,536,69,101,721,0.861856262,2
362,119067,362,365,365,124200,1242,Monterey Peninsula College,Monterey,CA,www.mpc.edu,www.mpc.edu,0,2,1,22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0154,0,0,0,0.0154,0,0.023,0,0,0.0134,0,0.0038,0.0537,0,0.0058,0.2303,0,0.0269,0.0173,0,0.0441,0.0134,0.0038,0,0.0288,0,0.0365,0.0537,0.0058,0.0576,0,0.0134,0,0,0.0595,0.1344,0.142,0.0019,0,8781,0.4654,0.0435,0.3092,0.0843,0.0055,0.0088,0.0379,0.0047,0.0408,0.7378,1,6330,NA,6074,8439,6110,7205,NA,NA,NA,NA,NA,NA,0.1298,NA,0.6588,NA,0.2432,0.0239,0.5526,NA,NA,0.513157895,NA,0.298759977,34100,0.493256271,Monterey Peninsula College,3,68,26,29,22,697,4364,4568,0,NA,NA,39,4,8,23,NA,NA,NA,NA,NA,NA,39,NA,9629,0.8233771492,2
363,119137,363,366,366,711500,7115,Moorpark College,Moorpark,CA,www.moorparkcollege.edu/index.shtml,www.moorparkcollege.edu/services_for_students/financial_aid/index.shtml,0,2,1,22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0503,0.0005,0,0,0.0047,0.001,0.0042,0,0,0.0005,0.0026,0.0016,0.0346,0,0,0.6157,0,0.0016,0.0016,0,0.0817,0.0267,0.0005,0,0.0037,0,0.0241,0.0188,0,0.0293,0,0,0,0,0.0162,0.0424,0.0325,0.0052,0,13437,0.5367,0.0208,0.2934,0.0848,0.0031,0.002,0.0458,0.0052,0.0082,0.5778,1,2770,NA,2742,8501,NA,NA,NA,NA,NA,NA,NA,NA,0.1756,NA,0.7486,NA,0.5283,0.0281,0.2229,13000,144.32665,0.70487106,NA,0.401771555,38500,0.504870117,Moorpark College,4,74,41,35,47,655,2992,0,0,NA,NA,59,13,7,10,NA,NA,NA,NA,NA,NA,59,NA,3647,0.6303175544,2
364,119164,364,367,367,124500,1245,Mt San Antonio College,Walnut,CA,www.mtsac.edu,www.mtsac.edu/students/finaid/NetPriceCalculator/index.html,0,2,1,21,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0225,0,0.0125,0,0.0136,0.0175,0.0122,0.0025,0.0021,0.0025,0.0425,0.0029,0.0572,0.0172,0.0436,0.0282,0,0,0.01,0,0.0461,0.0836,0,0,0,0,0.0382,0.0561,0,0.1144,0.0014,0.044,0.0021,0.0475,0.0189,0.1269,0.1333,0.0004,0,25800,0.1295,0.0457,0.5783,0.1807,0.0019,0.0038,0.0272,0.0169,0.016,0.6012,1,3101,NA,3101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3862,NA,0.7894,NA,0.5939,0.0159,0.2939,6000,66.6123,0.688760807,NA,0.369677694,33800,0.473138899,Mt San Antonio College,5,75,26,26,26,790,5328,877,53,NA,NA,51,8,8,12,NA,NA,NA,NA,NA,NA,51,53,7048,0.6353654085,2
366,119216,366,369,369,124600,1246,Mt San Jacinto Community College District,San Jacinto,CA,www.msjc.edu,www.msjc.edu/StudentServices/FinancialAid/Pages/default.aspx,0,2,1,22,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0068,0,0,0,0.0062,0.0198,0.0281,0,0.0005,0,0.0135,0,0.027,0.0088,0.0005,0.2895,0,0,0.012,0,0.1684,0.0068,0,0,0,0,0,0.0468,0,0.2017,0,0.0099,0,0,0.0369,0.0405,0.0764,0,0,13324,0.3574,0.0769,0.4256,0.0572,0.005,0.0047,0.051,0,0.0222,0.6213,1,6428,NA,6428,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3641,NA,0.6967,NA,0.5518,0,0.358,NA,NA,0.336492891,NA,0.238865295,26500,0.436919004,Mt San Jacinto Community College District,4,63,25,23,26,515,2753,1912,0,NA,NA,39,8,11,14,NA,NA,NA,187,NA,187,39,NA,5180,0.8575527386,2
368,119270,368,371,371,2161800,21618,Musicians Institute,Hollywood,CA,www.mi.edu,www.mi.edu/price/npcalc.htm,0,1,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1166,0.313,0.0806,0.1389,0.0352,0.0111,0.0026,0.0686,0.2916,0.0583,0.1252,1,NA,35680,NA,NA,NA,NA,NA,33592,35492,38207,37820,38606,0.309,0.56,NA,0.5,NA,0.4627,0.245,NA,NA,0.669513237,0.535174046,NA,26100,0.424242437,Musicians Institute,2,85,54,56,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7673041832,3
369,119331,369,372,372,124700,1247,Napa Valley College,Napa,CA,www.napavalley.edu,webprod.cccco.edu/npc/241/npcalc.htm,0,2,1,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0259,0,0,0,0.0041,0.0014,0.0014,0,0,0,0.0027,0.0123,0.0109,0.0014,0,0.109,0,0,0.0041,0,0.1989,0,0,0,0,0,0.0286,0.1553,0.0123,0.1608,0,0,0.0027,0,0.0232,0.2098,0.0354,0,0,5707,0.3201,0.0732,0.3695,0.1484,0.0035,0.0046,0.0501,0.0014,0.0291,0.5896,1,9327,NA,9327,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2667,NA,0.7616,NA,0.5193,0.0199,0.3331,9500,105.469475,0.751322751,NA,0.415855446,34300,0.571691155,Napa Valley College,3,72,29,30,27,788,2347,4338,15,NA,NA,34,7,20,22,NA,NA,NA,NA,NA,NA,34,15,7488,0.6457671749,2
373,119508,373,376,376,449400,4494,Everest College-San Bernardino,San Bernardino,CA,everest.edu/campus/san_bernardino,www.Everest.edu/npc,0,1,3,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1099,0,0,0.2527,0,0,0,0,0.6066,0.0308,0,0,747,0.1473,0.166,0.5368,0.0201,0.0147,0.0174,0.071,0,0.0268,0.079,0,NA,24927,NA,NA,NA,NA,NA,24646,25987,27178,NA,30116,0.7454,NA,0.5641,NA,NA,0.5201,0.4364,9500,105.469475,0.263926447,NA,0.6413165,24500,0.320590794,Everest College-San Bernardino,1,51,59,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6559730109,2
382,120290,382,385,385,448100,4481,Ohlone College,Fremont,CA,www.ohlone.edu,webprod.cccco.edu/npc/431/npcalc.htm,0,2,1,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0037,0,0,0.099,0.0309,0.0644,0,0,0.0025,0.0606,0.0223,0.0099,0,0.0074,0.0322,0,0.0074,0.0235,0,0.0421,0,0,0,0.0285,0,0.0099,0.0099,0,0.2512,0,0,0,0,0.0582,0.0817,0.1547,0,0,9184,0.2233,0.0431,0.2054,0.3589,0.0025,0.0083,0.051,0.0336,0.0739,0.6597,1,10029,NA,10002,16039,NA,NA,NA,NA,NA,NA,NA,NA,0.1612,NA,0.767,NA,0.4186,0.0155,0.3528,NA,NA,0.548148148,NA,0.406082531,39000,0.557877839,Ohlone College,4,77,28,22,34,1100,3942,2012,173,NA,NA,37,5,12,20,NA,NA,NA,294,NA,294,37,173,7227,0.7998761691,2
383,120342,383,386,386,125000,1250,Orange Coast College,Costa Mesa,CA,www.orangecoastcollege.edu/,www.orangecoastcollege.edu/student_services/financial_aid/Pages/Net-Price-Calculator.aspx,0,2,1,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0033,0,0.0288,0.0005,0.0566,0.0132,0.0189,0.0462,0.0005,0.0142,0.016,0.0033,0.0486,0,0.0151,0.1732,0,0.0302,0.0123,0,0.0321,0.0137,0.0019,0,0.0179,0,0.0557,0,0.0024,0.0439,0.009,0.017,0.0137,0.017,0.0562,0.1029,0.1255,0.0104,0,20521,0.3475,0.017,0.3153,0.2066,0.0024,0.0032,0.0406,0.0367,0.0305,0.5913,1,9798,NA,9798,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1957,NA,0.7724,NA,0.6224,0.02,0.2907,5400,59.95107,0.694306931,NA,0.460144523,34800,0.478239834,Orange Coast College,5,75,35,33,37,842,2100,2716,0,NA,NA,41,13,11,17,NA,NA,NA,152,NA,152,41,NA,5658,0.6185578964,2
385,120421,385,388,388,1284200,12842,Oxnard College,Oxnard,CA,www.oxnardcollege.edu,www.oxnardcollege.edu/departments/student_services/financial_aid/index.shtml,0,2,1,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.0061,0,0.0147,0.022,0,0,0.0305,0.0049,0.0708,0.0293,0.0085,0.3162,0,0.0024,0.0122,0,0.0659,0,0,0,0.0061,0,0.0293,0.0745,0,0.0476,0,0.0476,0,0,0.0024,0.1221,0.0806,0.0061,0,6450,0.1786,0.0298,0.6997,0.0507,0.0033,0.0042,0.0262,0.0008,0.0068,0.7037,1,3856,NA,3856,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3531,NA,0.6906,NA,0.3775,0,0.3696,NA,NA,NA,NA,0.28817169,29100,0.453213066,Oxnard College,3,64,32,36,29,266,4289,0,21,NA,NA,39,8,18,11,NA,NA,NA,NA,NA,NA,39,21,4576,0.8386556566,2
387,120661,387,390,390,793000,7930,Concorde Career College-San Diego,San Diego,CA,www.concorde.edu,www.concorde.edu,0,1,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,895,0.1844,0.2011,0.2994,0.1542,0.0078,0.0492,0.0737,0,0.0302,0,1,NA,20344,NA,NA,NA,NA,NA,20274,20287,22314,25049,NA,0.3776,NA,0.6919,NA,NA,0.4139,0.5073,9500,105.469475,0.46778043,NA,0.71121068,25700,0.453074426,Concorde Career College-San Diego,1,70,78,73,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.630185205,2
395,120953,395,398,398,125900,1259,Palo Verde College,Blythe,CA,www.paloverde.edu,webprod.cccco.edu/npc/951/npcalc.htm,0,1,1,42,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0117,0.0587,0,0,0,0,0,0.1056,0,0,0.173,0,0,0,0,0.129,0,0,0,0,0,0,0.0088,0,0,0.0059,0.0323,0.0469,0,0,0.2258,0.2023,0,0,2946,0.4443,0.0964,0.2946,0.053,0.0098,0.0048,0.0231,0.0007,0.0733,0.8649,1,7114,NA,7114,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1148,NA,0.5625,NA,0.167,0,0.7722,NA,NA,NA,NA,0.233184753,26500,0.307692319,Palo Verde College,2,58,20,17,31,201,8742,1043,0,NA,NA,38,7,14,32,NA,NA,NA,606,NA,606,38,NA,9986,0.8629639334,2
396,120971,396,399,399,126000,1260,Palomar College,San Marcos,CA,WWW.PALOMAR.EDU,www.palomar.edu/fa/,0,1,1,21,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0024,0.0012,0.0045,0.0178,0.0248,0,0.0063,0.0009,0.0172,0.0254,0.0169,0.0015,0.0009,0.3504,0.0039,0.0006,0.0063,0,0.0665,0.0003,0,0,0,0,0.0112,0.0369,0.0006,0.1672,0.0472,0.0106,0.0172,0.0042,0.0163,0.0704,0.0701,0,0,22535,0.4448,0.0305,0.3615,0.0673,0.0073,0.0057,0.0427,0.0106,0.0295,0.6402,1,5334,NA,5325,11208,NA,NA,NA,NA,NA,NA,NA,NA,0.1577,NA,0.7251,NA,0.4659,0.0162,0.3509,7000,77.71435,0.420689655,NA,0.346707519,31700,0.465408802,Palomar College,5,69,24,22,27,856,2275,3031,0,NA,NA,47,17,14,13,NA,NA,NA,137,NA,137,47,NA,6162,0.6511957237,2
397,121044,397,400,400,126100,1261,Pasadena City College,Pasadena,CA,www.pasadena.edu,www.pasadena.edu/studentservices/financialAid/,0,2,1,12,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.012,0.0044,0.0027,0.0199,0.0004,0,0.0066,0,0.0133,0.0213,0.0058,0,0.0075,0,0.0111,0,0.6263,0,0,0,0.0053,0,0.023,0.0155,0,0.0089,0.0098,0.0222,0.0044,0,0.0146,0.094,0.0625,0.0084,0,23437,0.1318,0.0468,0.462,0.2357,0.0008,0.0015,0.0613,0.0438,0.0162,0.6007,1,5718,NA,5718,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2808,NA,0.6448,NA,0.597,0.0126,0.2845,9000,99.91845,0.622739018,NA,0.448678413,33500,0.45153448,Pasadena City College,5,79,32,29,34,1098,4340,1981,9,NA,NA,45,9,10,13,NA,NA,NA,NA,NA,NA,45,9,7428,0.6437431576,2
399,121257,399,402,402,117200,1172,Pitzer College,Claremont,CA,www.pitzer.edu,npc.collegeboard.org/student/app/pitzer,0,3,2,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0941,0,0.0353,0.0471,0,0,0,0.0078,0,0,0.0235,0,0,0.0588,0.0078,0,0.0471,0.0235,0,0.1098,0,0.0353,0,0.0078,0,0.1373,0,0,0.2118,0,0,0,0,0.0588,0.0235,0.0431,0.0275,0,1081,0.4949,0.0472,0.1508,0.0629,0.0037,0.0009,0.0823,0.0509,0.1064,0.0342,1,NA,25807,NA,NA,NA,NA,NA,11907,14214,17248,20059,41196,0.1614,0.908,NA,NA,NA,0.3625,0.0463,15088,167.5077304,0.942028986,0.843497561,NA,45300,0.565217376,Pitzer College,2,93,79,86,74,NA,NA,NA,NA,39413,3078,NA,NA,NA,NA,47,0,31,NA,95115,95115,47,3078,42491,0.4707564848,3
400,121275,400,403,403,2304300,23043,Platt College-San Diego,San Diego,CA,www.platt.edu,www.platt.edu,0,2,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.0897,0.0404,0.0359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8341,0,0,0,0,369,0.3767,0.1084,0.2547,0.0949,0.0136,0,0.0732,0.0136,0.065,0,1,NA,35757,NA,NA,NA,NA,NA,35081,35193,34012,40151,40468,0.4649,NA,NA,NA,NA,0.4213,0.6081,22993.5,255.2749867,0.695833333,0.6874875,NA,35300,0.623595476,Platt College-San Diego,1,NA,70,68,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6580534978,3
402,121345,402,405,405,117300,1173,Pomona College,Claremont,CA,www.pomona.edu,npc.collegeboard.org/student/app/pomona,0,3,2,21,0,0,0,0,0,0,0,0,0,NA,690,760,690,780,690,780,725,735,735,31,34,31,35,30,34,NA,NA,33,33,32,NA,1454,1454,0,0.0447,0,0.0447,0.0368,0,0.0289,0,0,0.0026,0,0.0237,0,0,0.0368,0,0,0.1868,0.0816,0,0.0289,0,0.0289,0,0.0658,0,0.0868,0,0.0184,0.2158,0,0,0,0,0.0421,0,0,0.0263,0,1587,0.448,0.0599,0.1474,0.1216,0.0006,0,0.0725,0.0699,0.08,0.0025,1,NA,12557,NA,NA,NA,NA,NA,4712,5169,6964,15107,32232,0.1686,0.9749,NA,NA,NA,0.1525,0.0037,8600,95.47763,0.957446809,0.957500797,NA,52600,0.611510813,Pomona College,2,97,94,95,94,NA,NA,NA,NA,20890,15932,NA,NA,NA,NA,51,13,13,NA,951712,951712,51,15932,36822,0.3861594038,3
403,121363,403,406,406,126800,1268,Porterville College,Porterville,CA,www.portervillecollege.edu,webprod.cccco.edu/npc/523/npcalc.htm,0,2,1,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137,0,0,0,0.0329,0,0.0164,0,0,0,0,0,0.1123,0,0.0137,0.0877,0,0,0.011,0,0.1452,0,0,0,0,0,0,0.1288,0,0.2027,0,0,0,0,0.0137,0.126,0.0959,0,0,3339,0.2007,0.012,0.7101,0.0428,0.006,0.0009,0.0243,0.0012,0.0021,0.5208,1,2954,NA,2954,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5259,NA,0.6847,NA,0.418,0,0.3207,NA,NA,NA,NA,0.280296655,26100,0.361277431,Porterville College,2,71,18,15,20,345,3357,2225,0,NA,NA,35,8,11,22,NA,NA,NA,NA,NA,NA,35,NA,5927,0.8668701665,2
404,121381,404,407,407,1162600,11626,Westwood College-South Bay,Torrance,CA,www.westwood.edu,ccc.westwood.edu,0,3,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.087,0,0,0,0.0217,0,0,0.0217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5707,0,0,0,0,0,0,0.1087,0.087,0.1033,0,0,571,0.0806,0.1979,0.1909,0.0438,0.0053,0.0193,0.0333,0,0.4291,0.1961,1,NA,24954,NA,NA,NA,NA,NA,24954,NA,NA,NA,NA,0.8437,0.5517,NA,NA,NA,0.8134,0.5464,38913,432.0140717,0.310542798,0.595421374,NA,34200,0.541284382,Westwood College-South Bay,1,48,37,45,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7108320506,3
405,121619,405,408,408,128400,1284,Santa Ana College,Santa Ana,CA,www.sac.edu,www.sac.edu/StudentServices/FinancialAid/Pages/npcalc.aspx,0,2,1,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.0092,0.0105,0.0045,0.0108,0,0.0064,0.0032,0.006,0.0016,0.0203,0.0153,0.0003,0.4921,0.0035,0.0073,0.0051,0,0.0346,0.0016,0,0,0.0137,0,0.0165,0.1062,0.0073,0.0099,0,0.0121,0.0146,0,0.0064,0.0989,0.0801,0.0022,0,25559,0.2709,0.0155,0.4564,0.0838,0.0032,0.0031,0.013,0.0079,0.1462,0.8676,1,2608,NA,2608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1035,NA,0.6629,NA,0.2729,0.007,0.5947,7347,81.56676135,0.628504673,NA,0.279677328,32400,0.499412447,Santa Ana College,5,66,22,19,26,578,4218,2475,142,NA,NA,39,8,14,17,NA,NA,NA,45,NA,45,39,142,7413,0.6518811328,2
